"V1" "V2" "V3" "V4"
7079 1.062848 1 0.01
7080 1.062848 1 0.01
7081 1.062848 1 0.01
7082 1.062848 1 0.01
7083 1.062848 1 0.01
7084 1.062848 1 0.01
7085 1.062848 1 0.01
7086 1.062848 1 0.01
7087 1.062848 1 0.01
7088 1.062848 1 0.01
7089 1.062848 1 0.01
7090 1.062848 1 0.01
7091 1.062848 1 0.01
7092 1.062848 1 0.01
7093 1.062848 1 0.01
7094 1.062848 1 0.01
7095 1.062848 1 0.01
7096 1.062848 1 0.01
7097 1.062848 1 0.01
7098 1.062848 1 0.01
7099 1.062848 1 0.01
7100 1.062848 1 0.01
7101 1.062848 1 0.01
7102 1.062848 1 0.01
7103 1.062848 1 0.01
7104 1.062848 1 0.01
7105 1.062848 1 0.01
7106 1.062848 1 0.01
7107 1.062848 1 0.01
7108 1.062848 1 0.01
7109 1.062848 1 0.01
7110 1.062848 1 0.01
7111 1.062848 1 0.01
7112 1.062848 1 0.01
7113 1.062848 1 0.01
7114 1.062848 1 0.01
7115 1.062848 1 0.01
7116 1.062848 1 0.01
7117 1.062848 1 0.01
7118 1.062848 1 0.01
7119 1.062848 1 0.01
7120 1.062848 1 0.01
7121 1.062848 1 0.01
7122 1.062848 1 0.01
7123 1.062848 1 0.01
7124 1.062848 1 0.01
7125 1.062848 1 0.01
7126 1.062848 1 0.01
7127 1.062848 1 0.01
7128 1.062848 1 0.01
7129 1.062848 1 0.01
7130 1.062848 1 0.01
7131 1.062848 1 0.01
7132 1.062848 1 0.01
7133 1.062848 1 0.01
7134 1.062848 1 0.01
7135 1.062848 1 0.01
7136 1.062848 1 0.01
7137 1.062848 1 0.01
7138 1.062848 1 0.01
7139 1.062848 1 0.01
7140 1.062848 1 0.01
7141 1.062848 1 0.01
7142 1.062848 1 0.01
7143 1.062848 1 0.01
7144 1.062848 1 0.01
7145 1.062848 1 0.01
7146 1.062848 1 0.01
7147 1.062848 1 0.01
7148 1.062848 1 0.01
7149 1.062848 1 0.01
7150 1.062848 1 0.01
7151 1.062848 1 0.01
7152 1.062848 1 0.01
7153 1.062848 1 0.01
7154 1.062848 1 0.01
7155 1.062848 1 0.01
7156 1.062848 1 0.01
7157 1.062848 1 0.01
7158 1.062848 1 0.01
7159 1.062848 1 0.01
7160 1.062848 1 0.01
7161 1.062848 1 0.01
7162 1.062848 1 0.01
7163 1.062848 1 0.01
7164 1.062848 1 0.01
7165 1.062848 1 0.01
7166 1.062848 1 0.01
7167 1.062848 1 0.01
7168 1.062848 1 0.01
7169 1.062848 1 0.01
7170 1.062848 1 0.01
7171 1.062848 1 0.01
7172 1.062848 1 0.01
7173 1.062848 1 0.01
7174 1.062848 1 0.01
7175 1.062848 1 0.01
7176 1.062848 1 0.01
7177 1.062848 1 0.01
7178 1.062848 1 0.01
7179 1.062848 1 0.01
7180 1.062848 1 0.01
7181 1.062848 1 0.01
7182 1.062848 1 0.01
7183 1.062848 1 0.01
7184 1.062848 1 0.01
7185 1.062848 1 0.01
7186 1.062848 1 0.01
7187 1.062848 1 0.01
7188 1.062848 1 0.01
7189 1.062848 1 0.01
7190 1.062848 1 0.01
7191 1.062848 1 0.01
7192 1.062848 1 0.01
7193 1.062848 1 0.01
7194 1.062848 1 0.01
7195 1.062848 1 0.01
7196 1.062848 1 0.01
7197 1.062848 1 0.01
7198 1.062848 1 0.01
7199 1.062848 1 0.01
7200 1.062848 1 0.01
7201 1.062848 1 0.01
7202 1.062848 1 0.01
7203 1.062848 1 0.01
7204 1.062848 1 0.01
7205 1.062848 1 0.01
7206 1.062848 1 0.01
7207 1.062848 1 0.01
7208 1.062848 1 0.01
7209 1.062848 1 0.01
7210 1.062848 1 0.01
7211 1.062848 1 0.01
7212 1.062848 1 0.01
7213 1.062848 1 0.01
7214 1.062848 1 0.01
7215 1.062848 1 0.01
7216 1.062848 1 0.01
7217 1.062848 1 0.01
7218 1.062848 1 0.01
7219 1.062848 1 0.01
7220 1.062848 1 0.01
7221 1.062848 1 0.01
7222 1.062848 1 0.01
7223 1.062848 1 0.01
7224 1.062848 1 0.01
7225 1.062848 1 0.01
7226 1.062848 1 0.01
7227 1.062848 1 0.01
7228 1.062848 1 0.01
7229 1.062848 1 0.01
7230 1.062848 1 0.01
7231 1.062848 1 0.01
7232 1.062848 1 0.01
7233 1.062848 1 0.01
7234 1.062848 1 0.01
7235 1.062848 1 0.01
7236 1.062848 1 0.01
7237 1.062848 1 0.01
7238 1.062848 1 0.01
7239 1.062848 1 0.01
7240 1.062848 1 0.01
7241 1.062848 1 0.01
7242 1.062848 1 0.01
7243 1.062848 1 0.01
7244 1.062848 1 0.01
7245 1.062848 1 0.01
7246 1.062848 1 0.01
7247 1.062848 1 0.01
7248 1.062848 1 0.01
7249 1.062848 1 0.01
7250 1.062848 1 0.01
7251 1.062848 1 0.01
7252 1.062848 1 0.01
7253 1.062848 1 0.01
7254 1.062848 1 0.01
7255 1.062848 1 0.01
7256 1.062848 1 0.01
7257 1.062848 1 0.01
7258 1.062848 1 0.01
7259 1.062848 1 0.01
7260 1.062848 1 0.01
7261 1.062848 1 0.01
7262 1.062848 1 0.01
7263 1.062848 1 0.01
7264 1.062848 1 0.01
7265 1.062848 1 0.01
7266 1.062848 1 0.01
7267 1.062848 1 0.01
7268 1.062848 1 0.01
7269 1.062848 1 0.01
7270 1.062848 1 0.01
7271 1.062848 1 0.01
7272 1.062848 1 0.01
7273 1.062848 1 0.01
7274 1.062848 1 0.01
7275 1.062848 1 0.01
7276 1.062848 1 0.01
7277 1.062848 1 0.01
7278 1.062848 1 0.01
7279 1.062848 1 0.01
7280 1.062848 1 0.01
7281 1.062848 1 0.01
7282 1.062848 1 0.01
7283 1.062848 1 0.01
7284 1.062848 1 0.01
7285 1.062848 1 0.01
7286 1.062848 1 0.01
7287 1.062848 1 0.01
7288 1.062848 1 0.01
7289 1.062848 1 0.01
7290 1.062848 1 0.01
7291 1.062848 1 0.01
7292 1.062848 1 0.01
7293 1.062848 1 0.01
7294 1.062848 1 0.01
7295 1.062848 1 0.01
7296 1.062848 1 0.01
7297 1.062848 1 0.01
7298 1.062848 1 0.01
7299 1.062848 1 0.01
7300 1.062848 1 0.01
7301 1.062848 1 0.01
7302 1.062848 1 0.01
7303 1.062848 1 0.01
7304 1.062848 1 0.01
7305 1.062848 1 0.01
7306 1.062848 1 0.01
7307 1.062848 1 0.01
7308 1.062848 1 0.01
7309 1.062848 1 0.01
7310 1.062848 1 0.01
7311 1.062848 1 0.01
7312 1.062848 1 0.01
7313 1.062848 1 0.01
7314 1.062848 1 0.01
7315 1.062848 1 0.01
7316 1.062848 1 0.01
7317 1.062848 1 0.01
7318 1.062848 1 0.01
7319 1.062848 1 0.01
7320 1.062848 1 0.01
7321 1.114377 1 0.01
7322 1.114377 1 0.01
7323 1.114377 1 0.01
7324 1.114377 1 0.01
7325 1.114377 1 0.01
7326 1.114377 1 0.01
7327 1.114377 1 0.01
7328 1.114377 1 0.01
7329 1.114377 1 0.01
7330 1.114377 1 0.01
7331 1.114377 1 0.01
7332 1.114377 1 0.01
7333 1.114377 1 0.01
7334 1.114377 1 0.01
7335 1.114377 1 0.01
7336 1.114377 1 0.01
7337 1.114377 1 0.01
7338 1.114377 1 0.01
7339 1.114377 1 0.01
7340 1.114377 1 0.01
7341 1.114377 1 0.01
7342 1.114377 1 0.01
7343 1.114377 1 0.01
7344 1.114377 1 0.01
7345 1.114377 1 0.01
7346 1.114377 1 0.01
7347 1.114377 1 0.01
7348 1.114377 1 0.01
7349 1.114377 1 0.01
7350 1.114377 1 0.01
7351 1.114377 1 0.01
7352 1.114377 1 0.01
7353 1.114377 1 0.01
7354 1.114377 1 0.01
7355 1.114377 1 0.01
7356 1.114377 1 0.01
7357 1.114377 1 0.01
7358 1.114377 1 0.01
7359 1.114377 1 0.01
7360 1.114377 1 0.01
7361 1.114377 1 0.01
7362 1.114377 1 0.01
7363 1.114377 1 0.01
7364 1.114377 1 0.01
7365 1.114377 1 0.01
7366 1.114377 1 0.01
7367 1.114377 1 0.01
7368 1.114377 1 0.01
7369 1.114377 1 0.01
7370 1.114377 1 0.01
7371 1.114377 1 0.01
7372 1.114377 1 0.01
7373 1.114377 1 0.01
7374 1.114377 1 0.01
7375 1.114377 1 0.01
7376 1.114377 1 0.01
7377 1.114377 1 0.01
7378 1.114377 1 0.01
7379 1.114377 1 0.01
7380 1.114377 1 0.01
7381 1.114377 1 0.01
7382 1.114377 1 0.01
7383 1.114377 1 0.01
7384 1.114377 1 0.01
7385 1.114377 1 0.01
7386 1.114377 1 0.01
7387 1.114377 1 0.01
7388 1.114377 1 0.01
7389 1.114377 1 0.01
7390 1.114377 1 0.01
7391 1.114377 1 0.01
7392 1.114377 1 0.01
7393 1.114377 1 0.01
7394 1.114377 1 0.01
7395 1.114377 1 0.01
7396 1.114377 1 0.01
7397 1.114377 1 0.01
7398 1.114377 1 0.01
7399 1.114377 1 0.01
7400 1.114377 1 0.01
7401 1.114377 1 0.01
7402 1.114377 1 0.01
7403 1.114377 1 0.01
7404 1.114377 1 0.01
7405 1.114377 1 0.01
7406 1.114377 1 0.01
7407 1.114377 1 0.01
7408 1.114377 1 0.01
7409 1.114377 1 0.01
7410 1.114377 1 0.01
7411 1.114377 1 0.01
7412 1.114377 1 0.01
7413 1.114377 1 0.01
7414 1.114377 1 0.01
7415 1.114377 1 0.01
7416 1.114377 1 0.01
7417 1.114377 1 0.01
7418 1.114377 1 0.01
7419 1.114377 1 0.01
7420 1.114377 1 0.01
7421 1.114377 1 0.01
7422 1.114377 1 0.01
7423 1.114377 1 0.01
7424 1.114377 1 0.01
7425 1.114377 1 0.01
7426 1.114377 1 0.01
7427 1.114377 1 0.01
7428 1.114377 1 0.01
7429 1.114377 1 0.01
7430 1.114377 1 0.01
7431 1.114377 1 0.01
7432 1.114377 1 0.01
7433 1.114377 1 0.01
7434 1.114377 1 0.01
7435 1.114377 1 0.01
7436 1.114377 1 0.01
7437 1.114377 1 0.01
7438 1.114377 1 0.01
7439 1.114377 1 0.01
7440 1.114377 1 0.01
7441 1.114377 1 0.01
7442 1.114377 1 0.01
7443 1.114377 1 0.01
7444 1.114377 1 0.01
7445 1.114377 1 0.01
7446 1.114377 1 0.01
7447 1.114377 1 0.01
7448 1.114377 1 0.01
7449 1.114377 1 0.01
7450 1.114377 1 0.01
7451 1.114377 1 0.01
7452 1.114377 1 0.01
7453 1.114377 1 0.01
7454 1.114377 1 0.01
7455 1.114377 1 0.01
7456 1.114377 1 0.01
7457 1.114377 1 0.01
7458 1.114377 1 0.01
7459 1.114377 1 0.01
7460 1.114377 1 0.01
7461 1.114377 1 0.01
7462 1.114377 1 0.01
7463 1.114377 1 0.01
7464 1.114377 1 0.01
7465 1.114377 1 0.01
7466 1.114377 1 0.01
7467 1.114377 1 0.01
7468 1.114377 1 0.01
7469 1.114377 1 0.01
7470 1.114377 1 0.01
7471 1.114377 1 0.01
7472 1.114377 1 0.01
7473 1.114377 1 0.01
7474 1.114377 1 0.01
7475 1.114377 1 0.01
7476 1.114377 1 0.01
7477 1.114377 1 0.01
7478 1.114377 1 0.01
7479 1.114377 1 0.01
7480 1.114377 1 0.01
7481 1.114377 1 0.01
7482 1.114377 1 0.01
7483 1.114377 1 0.01
7484 1.114377 1 0.01
7485 1.114377 1 0.01
7486 1.114377 1 0.01
7487 1.114377 1 0.01
7488 1.114377 1 0.01
7489 1.114377 1 0.01
7490 1.114377 1 0.01
7491 1.114377 1 0.01
7492 1.114377 1 0.01
7493 1.114377 1 0.01
7494 1.114377 1 0.01
7495 1.114377 1 0.01
7496 1.114377 1 0.01
7497 1.114377 1 0.01
7498 1.114377 1 0.01
7499 1.114377 1 0.01
7500 1.114377 1 0.01
7501 1.114377 1 0.01
7502 1.114377 1 0.01
7503 1.114377 1 0.01
7504 1.114377 1 0.01
7505 1.114377 1 0.01
7506 1.114377 1 0.01
7507 1.114377 1 0.01
7508 1.114377 1 0.01
7509 1.114377 1 0.01
7510 1.114377 1 0.01
7511 1.114377 1 0.01
7512 1.114377 1 0.01
7513 1.114377 1 0.01
7514 1.114377 1 0.01
7515 1.114377 1 0.01
7516 1.114377 1 0.01
7517 1.114377 1 0.01
7518 1.114377 1 0.01
7519 1.114377 1 0.01
7520 1.114377 1 0.01
7521 1.114377 1 0.01
7522 1.114377 1 0.01
7523 1.114377 1 0.01
7524 1.114377 1 0.01
7525 1.114377 1 0.01
7526 1.114377 1 0.01
7527 1.114377 1 0.01
7528 1.114377 1 0.01
7529 1.114377 1 0.01
7530 1.114377 1 0.01
7531 1.114377 1 0.01
7532 1.114377 1 0.01
7533 1.114377 1 0.01
7534 1.114377 1 0.01
7535 1.114377 1 0.01
7536 1.114377 1 0.01
7537 1.114377 1 0.01
7538 1.114377 1 0.01
7539 1.114377 1 0.01
7540 1.114377 1 0.01
7541 1.114377 1 0.01
7542 1.114377 1 0.01
7543 1.114377 1 0.01
7544 1.114377 1 0.01
7545 1.114377 1 0.01
7546 1.114377 1 0.01
7547 1.114377 1 0.01
7548 1.114377 1 0.01
7549 1.114377 1 0.01
7550 1.114377 1 0.01
7551 1.114377 1 0.01
7552 1.114377 1 0.01
7553 1.114377 1 0.01
7554 1.114377 1 0.01
7555 1.114377 1 0.01
7556 1.114377 1 0.01
7557 1.114377 1 0.01
7558 1.114377 1 0.01
7559 1.114377 1 0.01
7560 1.114377 1 0.01
7561 1.114377 1 0.01
7562 1.114377 1 0.01
7563 1.114377 1 0.01
7564 1.114377 1 0.01
7565 1.114377 1 0.01
7566 1.114377 1 0.01
7567 1.114377 1 0.01
7568 1.114377 1 0.01
7569 1.114377 1 0.01
7570 1.114377 1 0.01
7571 1.114377 1 0.01
7572 1.114377 1 0.01
7573 1.114377 1 0.01
7574 1.114377 1 0.01
7575 1.114377 1 0.01
7576 1.114377 1 0.01
7577 1.114377 1 0.01
7578 1.114377 1 0.01
7579 1.114377 1 0.01
7580 1.114377 1 0.01
7581 1.114377 1 0.01
7582 1.114377 1 0.01
7583 1.114377 1 0.01
7584 1.114377 1 0.01
7585 1.114377 1 0.01
7586 1.114377 1 0.01
7587 1.114377 1 0.01
7588 1.114377 1 0.01
7589 1.114377 1 0.01
7590 1.114377 1 0.01
7591 1.114377 1 0.01
7592 1.114377 1 0.01
7593 1.114377 1 0.01
7594 1.114377 1 0.01
7595 1.114377 1 0.01
7596 1.114377 1 0.01
7597 1.114377 1 0.01
7598 1.114377 1 0.01
7599 1.114377 1 0.01
7600 1.114377 1 0.01
7601 1.114377 1 0.01
7602 1.114377 1 0.01
7603 1.114377 1 0.01
7604 1.114377 1 0.01
7605 1.114377 1 0.01
7606 1.114377 1 0.01
7607 1.114377 1 0.01
7608 1.114377 1 0.01
7609 1.114377 1 0.01
7610 1.114377 1 0.01
7611 1.114377 1 0.01
7612 1.114377 1 0.01
7613 1.114377 1 0.01
7614 1.114377 1 0.01
7615 1.114377 1 0.01
7616 1.114377 1 0.01
7617 1.114377 1 0.01
7618 1.114377 1 0.01
7619 1.114377 1 0.01
7620 1.114377 1 0.01
7621 1.114377 1 0.01
7622 1.114377 1 0.01
7623 1.114377 1 0.01
7624 1.114377 1 0.01
7625 1.114377 1 0.01
7626 1.114377 1 0.01
7627 1.114377 1 0.01
7628 1.114377 1 0.01
7629 1.114377 1 0.01
7630 1.114377 1 0.01
7631 1.114377 1 0.01
7632 1.114377 1 0.01
7633 1.114377 1 0.01
7634 1.114377 1 0.01
7635 1.114377 1 0.01
7636 1.114377 1 0.01
7637 1.114377 1 0.01
7638 1.114377 1 0.01
7639 1.114377 1 0.01
7640 1.114377 1 0.01
7641 1.114377 1 0.01
7642 1.114377 1 0.01
7643 1.114377 1 0.01
7644 1.114377 1 0.01
7645 1.114377 1 0.01
7646 1.114377 1 0.01
7647 1.114377 1 0.01
7648 1.114377 1 0.01
7649 1.114377 1 0.01
7650 1.114377 1 0.01
7651 1.114377 1 0.01
7652 1.114377 1 0.01
7653 1.114377 1 0.01
7654 1.114377 1 0.01
7655 1.114377 1 0.01
7656 1.114377 1 0.01
7657 1.114377 1 0.01
7658 1.114377 1 0.01
7659 1.114377 1 0.01
7660 1.114377 1 0.01
7661 1.114377 1 0.01
7662 1.114377 1 0.01
7663 1.114377 1 0.01
7664 1.114377 1 0.01
7665 1.114377 1 0.01
7666 1.114377 1 0.01
7667 1.114377 1 0.01
7668 1.114377 1 0.01
7669 1.114377 1 0.01
7670 1.114377 1 0.01
7671 1.114377 1 0.01
7672 1.114377 1 0.01
7673 1.114377 1 0.01
7674 1.114377 1 0.01
7675 1.114377 1 0.01
7676 1.114377 1 0.01
7677 1.114377 1 0.01
7678 1.114377 1 0.01
7679 1.114377 1 0.01
7680 1.114377 1 0.01
7681 1.114377 1 0.01
7682 1.114377 1 0.01
7683 1.114377 1 0.01
7684 1.114377 1 0.01
7685 1.114377 1 0.01
7686 1.114377 1 0.01
7687 0.8196003 1 0.01
7688 0.8196003 1 0.01
7689 0.8196003 1 0.01
7690 0.8196003 1 0.01
7691 0.8196003 1 0.01
7692 0.8196003 1 0.01
7693 0.8196003 1 0.01
7694 0.8196003 1 0.01
7695 0.8196003 1 0.01
7696 0.8196003 1 0.01
7697 0.8196003 1 0.01
7698 0.8196003 1 0.01
7699 0.8196003 1 0.01
7700 0.8196003 1 0.01
7701 0.8196003 1 0.01
7702 0.8196003 1 0.01
7703 0.8196003 1 0.01
7704 0.8196003 1 0.01
7705 0.8196003 1 0.01
7706 0.8196003 1 0.01
7707 0.8196003 1 0.01
7708 0.8196003 1 0.01
7709 0.8196003 1 0.01
7710 0.8196003 1 0.01
7711 0.8196003 1 0.01
7712 0.8196003 1 0.01
7713 0.8196003 1 0.01
7714 0.8196003 1 0.01
7715 0.8196003 1 0.01
7716 0.8196003 1 0.01
7717 0.8196003 1 0.01
7718 0.8196003 1 0.01
7719 0.8196003 1 0.01
7720 0.8196003 1 0.01
7721 0.8196003 1 0.01
7722 0.8196003 1 0.01
7723 0.8196003 1 0.01
7724 0.8196003 1 0.01
7725 0.8196003 1 0.01
7726 0.8196003 1 0.01
7727 0.8196003 1 0.01
7728 0.8196003 1 0.01
7729 0.8196003 1 0.01
7730 0.8196003 1 0.01
7731 0.8196003 1 0.01
7732 0.8196003 1 0.01
7733 0.8196003 1 0.01
7734 0.8196003 1 0.01
7735 0.8196003 1 0.01
7736 0.8196003 1 0.01
7737 0.8196003 1 0.01
7738 0.8196003 1 0.01
7739 0.8196003 1 0.01
7740 0.8196003 1 0.01
7741 0.8196003 1 0.01
7742 0.8196003 1 0.01
7743 0.8196003 1 0.01
7744 0.8196003 1 0.01
7745 0.8196003 1 0.01
7746 0.8196003 1 0.01
7747 0.8196003 1 0.01
7748 0.8196003 1 0.01
7749 0.8196003 1 0.01
7750 0.8196003 1 0.01
7751 0.8196003 1 0.01
7752 0.8196003 1 0.01
7753 0.8196003 1 0.01
7754 0.8196003 1 0.01
7755 0.8196003 1 0.01
7756 0.8196003 1 0.01
7757 0.8196003 1 0.01
7758 0.8196003 1 0.01
7759 0.8196003 1 0.01
7760 0.8196003 1 0.01
7761 0.8196003 1 0.01
7762 0.8196003 1 0.01
7763 0.8196003 1 0.01
7764 0.8196003 1 0.01
7765 0.8196003 1 0.01
7766 0.8196003 1 0.01
7767 0.8196003 1 0.01
7768 0.8196003 1 0.01
7769 0.8196003 1 0.01
7770 0.8196003 1 0.01
7771 0.8196003 1 0.01
7772 0.8196003 1 0.01
7773 0.8196003 1 0.01
7774 0.8196003 1 0.01
7775 0.8196003 1 0.01
7776 0.8196003 1 0.01
7777 0.8196003 1 0.01
7778 0.8196003 1 0.01
7779 0.8196003 1 0.01
7780 0.8196003 1 0.01
7781 0.8196003 1 0.01
7782 0.8196003 1 0.01
7783 0.8196003 1 0.01
7784 0.8196003 1 0.01
7785 0.8196003 1 0.01
7786 0.8196003 1 0.01
7787 0.8196003 1 0.01
7788 0.8196003 1 0.01
7789 0.8196003 1 0.01
7790 0.8196003 1 0.01
7791 0.8196003 1 0.01
7792 0.8196003 1 0.01
7793 0.8196003 1 0.01
7794 0.8196003 1 0.01
7795 0.8196003 1 0.01
7796 0.8196003 1 0.01
7797 0.8196003 1 0.01
7798 0.8196003 1 0.01
7799 0.8196003 1 0.01
7800 0.8196003 1 0.01
7801 0.8196003 1 0.01
7802 0.8196003 1 0.01
7803 0.8196003 1 0.01
7804 0.8196003 1 0.01
7805 0.8196003 1 0.01
7806 0.8196003 1 0.01
7807 0.8196003 1 0.01
7808 0.8196003 1 0.01
7809 0.8196003 1 0.01
7810 0.8196003 1 0.01
7811 0.8196003 1 0.01
7812 0.8196003 1 0.01
7813 0.8196003 1 0.01
7814 0.8196003 1 0.01
7815 0.8196003 1 0.01
7816 0.8196003 1 0.01
7817 0.8196003 1 0.01
7818 0.8196003 1 0.01
7819 0.8196003 1 0.01
7820 0.8196003 1 0.01
7821 0.8196003 1 0.01
7822 0.8196003 1 0.01
7823 0.8196003 1 0.01
7824 0.8196003 1 0.01
7825 0.8196003 1 0.01
7826 0.8196003 1 0.01
7827 0.8196003 1 0.01
7828 0.8196003 1 0.01
7829 0.8196003 1 0.01
7830 0.8196003 1 0.01
7831 0.8196003 1 0.01
7832 0.8196003 1 0.01
7833 0.8196003 1 0.01
7834 0.8196003 1 0.01
7835 0.8196003 1 0.01
7836 0.8196003 1 0.01
7837 0.8196003 1 0.01
7838 0.8196003 1 0.01
7839 0.8196003 1 0.01
7840 0.8196003 1 0.01
7841 0.8196003 1 0.01
7842 0.8196003 1 0.01
7843 0.8196003 1 0.01
7844 0.8196003 1 0.01
7845 0.8196003 1 0.01
7846 0.8196003 1 0.01
7847 0.8196003 1 0.01
7848 0.8196003 1 0.01
7849 0.8196003 1 0.01
7850 0.8196003 1 0.01
7851 0.8196003 1 0.01
7852 0.8196003 1 0.01
7853 0.8196003 1 0.01
7854 0.8196003 1 0.01
7855 0.8196003 1 0.01
7856 0.8196003 1 0.01
7857 0.8196003 1 0.01
7858 0.8196003 1 0.01
7859 0.8196003 1 0.01
7860 0.8196003 1 0.01
7861 0.8196003 1 0.01
7862 0.8196003 1 0.01
7863 0.8196003 1 0.01
7864 0.8196003 1 0.01
7865 0.8196003 1 0.01
7866 0.8196003 1 0.01
7867 0.8196003 1 0.01
7868 0.8196003 1 0.01
7869 0.8196003 1 0.01
7870 0.8196003 1 0.01
7871 0.8196003 1 0.01
7872 0.8196003 1 0.01
7873 0.8196003 1 0.01
7874 0.8196003 1 0.01
7875 0.8196003 1 0.01
7876 0.8196003 1 0.01
7877 0.8196003 1 0.01
7878 0.8196003 1 0.01
7879 0.8196003 1 0.01
7880 0.8196003 1 0.01
7881 0.8196003 1 0.01
7882 0.8196003 1 0.01
7883 0.8196003 1 0.01
7884 0.8196003 1 0.01
7885 0.8196003 1 0.01
7886 0.8196003 1 0.01
7887 0.8196003 1 0.01
7888 0.8196003 1 0.01
7889 0.8196003 1 0.01
7890 0.8196003 1 0.01
7891 0.8196003 1 0.01
7892 0.8196003 1 0.01
7893 0.8196003 1 0.01
7894 0.8196003 1 0.01
7895 0.8196003 1 0.01
7896 0.8196003 1 0.01
7897 0.8196003 1 0.01
7898 0.8196003 1 0.01
7899 0.8196003 1 0.01
7900 0.8196003 1 0.01
7901 0.8196003 1 0.01
7902 0.8196003 1 0.01
7903 0.8196003 1 0.01
7904 0.8196003 1 0.01
7905 0.8196003 1 0.01
7906 0.8196003 1 0.01
7907 0.8196003 1 0.01
7908 0.8196003 1 0.01
7909 0.8196003 1 0.01
7910 0.8196003 1 0.01
7911 0.8196003 1 0.01
7912 0.8196003 1 0.01
7913 0.8196003 1 0.01
7914 0.8196003 1 0.01
7915 0.8196003 1 0.01
7916 0.8196003 1 0.01
7917 0.8196003 1 0.01
7918 0.8196003 1 0.01
7919 0.8196003 1 0.01
7920 0.8196003 1 0.01
7921 0.8196003 1 0.01
7922 0.8196003 1 0.01
7923 0.8196003 1 0.01
7924 0.8196003 1 0.01
7925 0.8196003 1 0.01
7926 0.8196003 1 0.01
7927 0.8196003 1 0.01
7928 0.8196003 1 0.01
7929 0.8196003 1 0.01
7930 0.8196003 1 0.01
7931 0.8196003 1 0.01
7932 0.8196003 1 0.01
7933 0.8196003 1 0.01
7934 0.8196003 1 0.01
7935 0.8196003 1 0.01
7936 0.8196003 1 0.01
7937 0.8196003 1 0.01
7938 0.8196003 1 0.01
7939 0.8196003 1 0.01
7940 0.8196003 1 0.01
7941 0.8196003 1 0.01
7942 0.8196003 1 0.01
7943 0.8196003 1 0.01
7944 0.8196003 1 0.01
7945 0.8196003 1 0.01
7946 0.8196003 1 0.01
7947 0.8196003 1 0.01
7948 0.8196003 1 0.01
7949 0.8196003 1 0.01
7950 0.8196003 1 0.01
7951 0.8196003 1 0.01
7952 0.8196003 1 0.01
7953 0.8196003 1 0.01
7954 0.8196003 1 0.01
7955 0.8196003 1 0.01
7956 0.8196003 1 0.01
7957 0.8196003 1 0.01
7958 0.8196003 1 0.01
7959 0.8196003 1 0.01
7960 0.8196003 1 0.01
7961 0.8196003 1 0.01
7962 0.8196003 1 0.01
7963 0.8196003 1 0.01
7964 0.8196003 1 0.01
7965 0.8196003 1 0.01
7966 0.8196003 1 0.01
7967 0.8196003 1 0.01
7968 0.8196003 1 0.01
7969 0.8196003 1 0.01
7970 0.8196003 1 0.01
7971 0.8196003 1 0.01
7972 0.8196003 1 0.01
7973 0.8196003 1 0.01
7974 0.8196003 1 0.01
7975 0.8196003 1 0.01
7976 0.8196003 1 0.01
7977 0.8196003 1 0.01
7978 0.8196003 1 0.01
7979 0.8196003 1 0.01
7980 0.8196003 1 0.01
7981 0.8196003 1 0.01
7982 0.8196003 1 0.01
7983 0.8196003 1 0.01
7984 0.8196003 1 0.01
7985 0.8196003 1 0.01
7986 0.8196003 1 0.01
7987 0.8196003 1 0.01
7988 0.8196003 1 0.01
7989 0.8196003 1 0.01
7990 0.8196003 1 0.01
7991 0.8196003 1 0.01
7992 0.8196003 1 0.01
7993 0.8196003 1 0.01
7994 0.8196003 1 0.01
7995 0.8196003 1 0.01
7996 0.8196003 1 0.01
7997 0.8196003 1 0.01
7998 0.8196003 1 0.01
7999 0.8196003 1 0.01
8000 0.8196003 1 0.01
8001 0.8196003 1 0.01
8002 0.8196003 1 0.01
8003 0.8196003 1 0.01
8004 0.8196003 1 0.01
8005 0.8196003 1 0.01
8006 0.8196003 1 0.01
8007 0.8196003 1 0.01
8008 0.8196003 1 0.01
8009 0.8196003 1 0.01
8010 0.8196003 1 0.01
8011 0.8196003 1 0.01
8012 0.8196003 1 0.01
8013 0.8196003 1 0.01
8014 0.8196003 1 0.01
8015 0.8196003 1 0.01
8016 0.8196003 1 0.01
8017 0.8196003 1 0.01
8018 0.8196003 1 0.01
8019 0.8196003 1 0.01
8020 0.8196003 1 0.01
8021 0.8196003 1 0.01
8022 0.8196003 1 0.01
8023 0.8196003 1 0.01
8024 0.8196003 1 0.01
8025 0.8196003 1 0.01
8026 0.8196003 1 0.01
8027 0.8196003 1 0.01
8028 0.8196003 1 0.01
8029 0.8196003 1 0.01
8030 0.8196003 1 0.01
8031 0.8196003 1 0.01
8032 0.8196003 1 0.01
8033 0.8196003 1 0.01
8034 0.8196003 1 0.01
8035 0.8196003 1 0.01
8036 0.8196003 1 0.01
8037 0.8196003 1 0.01
8038 0.8196003 1 0.01
8039 0.8196003 1 0.01
8040 0.8196003 1 0.01
8041 0.8196003 1 0.01
8042 0.8196003 1 0.01
8043 0.8196003 1 0.01
8044 0.8196003 1 0.01
8045 0.8196003 1 0.01
8046 0.8196003 1 0.01
8047 0.8196003 1 0.01
8048 0.8196003 1 0.01
8049 0.8196003 1 0.01
8050 0.8196003 1 0.01
